Id,CommandID (Info),OmoteBodyJp,OmoteBodyEn,OmoteBodyCn,OtomeBodyKo,OmoteBodyTw,OmoteImageId,BuzzPowerFav,BuzzPowerRT,UraBodyJp,UraBodyEn,UraBodyCn,UraBodyKo,UraBodyTw,UraImageId,isNight,isDay
Tweet032,Amechan_talk (Spend Time Together),N/A,N/A,N/A,,N/A,N/A,0,0,"欲しい物リストとかたまに晒しちゃうけど、やっぱりこれから辿ってネトストされたりするのかな～　コワ～🥺🥺　ここセキュリティあんまり良くないからね😥
ストーカーさんきたら頼むよってピに頼んだらシカトされたわ……","kinda wanna put up my amazorn wishlist again but what if someone somehow uses it to stalk me🥺 so scary🥺 especially since our security is like Not Great...😥 
i was like haha if a stalker turns up youll get rid of them for me right but p-chan was just like -_-","我偶尔会晒自己的心愿单什么的 但以后应该大概率会被网络跟踪狂人肉吧～可怕～🥺🥺
因为这里的安保不怎么好😥 
所以我跟阿P说「如果有跟踪狂来就靠你了」结果惨遭无视……","위시리스트 같은 거 가끔 노출하곤 하는데, 역시 이걸 빌미로 넷 스토커가 생기는 걸까~ 무서워~🥺🥺 여기는 보안도 그닥 좋지 않은걸😥 P에게 스토커가 오면 잘 처리해 달라고 부탁했는데, 통으로 씹혔어...","我偶爾會曬自己的心願清單什麼的，但以後大概會被網路跟蹤狂肉搜吧～真可怕～🥺🥺
畢竟這裡也不怎麼安全😥 
 所以我跟阿P說「如果有跟蹤狂來就靠你了」沒想到慘遭無視……",N/A,FALSE,FALSE
Tweet033,Amechan_talk (Spend Time Together),N/A,N/A,N/A,,N/A,N/A,0,0,"最近フォロワー増えてきたからうれし～～～ってピに話したら、記念にケーキ買ってきてくれた！　めっっっっっっちゃうれし　世界一の恋人だよ～～～～。
ホントはチョコレートケーキならもっと良かったけどね😂","today i was like im so happy that im getting more followers! and guess what? p-chan actually went out and bought a cake so we could celebrate!!! im so happy!!! i have the best SO in the world
wish the cake were chocolate tho😂","最近涨了好多粉好开心哦～～～跟阿P说了以后，P买了个大蛋糕给我做纪念！炒炒炒炒炒炒鸡开心的！
我对象天下第一～～～～

其实要是送巧克力蛋糕的话就更好了😂","최근 팔로워가 늘어서 정말 기뻐~ 라고 P 에게 이야기했더니, 기념으로 케이크를 사 줬어! 정~말 짱이야! 역시 세계 최고의 애인이야~ 기왕 주는 거라면 초콜릿케이크가 더 좋았겠지만😂","最近多了好多粉絲好開心喔～～～跟阿P說了以後，P買了個大蛋糕給我做紀念！超超超超超超～級開心！
我男友天下第一～～～～
 
 如果送的是巧克力蛋糕的話就更完美了😂",,FALSE,FALSE
Tweet034,Amechan_talk (Spend Time Together),N/A,N/A,N/A,,N/A,N/A,0,0,"あめの寝相が悪くていつもけとばしてくるってピに怒られた！そんなに悪いのかな！？　
あと歯ぎしりもヤバいらしい！ストレスも溜まってる？ピといっぱいイチャコラしてストレスをふっとばさなきゃ！",got told off today... apparently i keep kicking p-chan in my sleep? and apparently i grind my teeth a lot?? damn do i really live like this... maybe the stress is getting to me... oh noo whatll i dooo guess ill just have to go make out with p-chan or something,"某糖睡相太差，老是把P踹下床，被阿P骂了！有那么夸张吗？！
P还说我会磨牙！难道是我压力太大了？得赶快跟我家阿P亲热亲热发泄一下才行！",내 나쁜 잠버릇 탓에 계속 발에 채였다면서 P한테 혼났어! 그 정도로 심한가?! 이 가는 소리도 엄청나다고 했어! 스트레스를 너무 많이 받았나? P랑 함께 알콩달콩 하루를 보내며 스트레스를 날려버려야지!,"某糖睡相太差，老是把P踹下床，被阿P罵了！有那麼嚴重嗎？！
P還說我會磨牙！難道是我壓力太大了？得趕快跟我家阿P親熱親熱發洩一下才行！",N/A,FALSE,FALSE
Tweet035,Amechan_talk (Spend Time Together),N/A,N/A,N/A,,N/A,N/A,0,0,"身バレってこわいよな～😨　スレとかで、わたしの住所ある程度バレてたりすんのかな～　
恋人バレとかしたらぜったい今の人気も終わっちゃうよね？　
ピに超てんちゃんスレの様子こっそり見に行ってもらお……自分では一切みない！","im so scared of people doxxing me on /st/ or finding out who i am... 😨 and ill bet that if people find out im already in a relationship ill lose all my followers
i always need to get p-chan to look at /st/ for me coz im too scared to do it myself","好怕身份被扒啊～😨帖子里不知道有没有人透露了我的住处啊～

要是有对象的事被扒出来的话现在这人气就完蛋了吧？
让阿P帮我暗中观察下超天酱楼里是什么情况好了……我自己是坚决不看的！",정체가 들통나는 건 무서운 일이야~😨 집 주소 정도는 게시판에서도 어느 정도 파악하고 있지 않을까? 애인이 있다는 걸 알면 분명 지금 인기도 여기서 끝나겠지? P에게 조용히 초텐 관련 게시판 상황을 봐 달라고 해야겠다... 난 절대 보지 말아야지!,"好怕真實身份曝光哦～😨貼文裡不知道有沒有暗示或間接透露了我的住處呢～

 要是有對象的事被挖出來的話，現在這人氣就會蒸發吧？
讓阿P幫我暗中觀察下超天的發文底下是什麼情況好了……我自己是堅決不看的！",N/A,FALSE,FALSE
Tweet036,Amechan_talk (Spend Time Together),N/A,N/A,N/A,,N/A,N/A,0,0,配信ばっかりの生活だと、たまにピと夜までのんびりしている日がめっっっっちゃ幸せに感じるわ。なんてことない日々がかけがいないの～♪,streaming day in and day out really makes me appreciate whatever time i can get to just laze around with p-chan♪,现在每天都要直播，连偶尔跟P一起懒到晚上都是一种幸福。平淡无奇的每一天都无可替代～♪,매일 방송을 하다 보면 가끔씩 P와 밤 늦게까지 느긋하게 보내는 날이 저~엉말 정말 행복했던 것 같아. 평범한 매일매일이 내겐 무엇보다 소중하다~♪,現在每天都要直播，偶爾跟P一起懶到晚上都是一種難得的幸福。平淡無奇的每一天都無可替代～♪,,TRUE,FALSE
Tweet037,Amechan_talk (Spend Time Together),N/A,N/A,N/A,,N/A,N/A,0,0,いつも頑張ってるねって、めちゃくちゃほめてもらった！　ピッピすき💓　一生愛していて欲しい！！！　できれば、もっと料理の腕とか家事のスキルも磨いてくれると尚良し！！！,p-chan said im a really good girl for doing my best all the time <3 i love you my sweet p-chan i hope youll love me forever and always too... and ill love you more if you got better at cooking and cleaning lol,今天被夸一直很努力了！好喜欢PP💓 希望P一辈子爱我！！！可以的话，像做饭什么的家务能力再厉害一点就更好了！！！,늘 열심이라며 엄청 칭찬 많이 받았어! P는 정말 짱이라니까💓 평생 사랑받고 싶어! 가능하면 요리나 가사능력도 기르면 더 좋을텐데!!,今天被誇一直很努力了！好喜歡PP💓 希望P一輩子愛我！！！可以的話，像做飯啊，家事技能什麼的能再厲害一點就更好了！！！,N/A,FALSE,FALSE
Tweet040,InternetYoutube (Video Streaming),"バラエティって配信内容の参考になるね～
みんなも超てんちゃんにやってほしい企画とかあったらどんどんリプライで教えてね。
おもいっきりみんなで盛り上がっちゃお😆🎉","Variety TV shows are really good inspiration for my streams! If there's anything you guys would like me to do, let me know in the replies and maybe I could do something that we could all have fun with😆🎉","综艺节目可以拿来做直播的参考耶～
大家有什么想让超天酱挑战的东西也可以在评论里踊跃回复哦。
大家一起燥起来吧😆🎉","버라이어티 프로그램, 방송 내용에 많은 참고가 되는걸~ 해 줬으면 하는 기획 같은거 있으면 답멘으로 알려 줘. 다 같이 하이텐션으로 가즈아~😆🎉","綜藝節目可以拿來做直播的參考耶～
大家有什麼想讓超天醬挑戰的企劃也可以踴躍留言跟我說喔！
大家一起High起來吧😆🎉",N/A,50,60,いやほんとテレビの力ってすごいわ　企画力も編集力も　こりゃ素人じゃかなわん　どうすれば。。。　がんばろ🥺,"tv producers and editors are really on another level... well i guess thats why theyre paid to do tv and not me
ill keep doing my best though!",不过电视台真的是好厉害啊 无论策划还是剪辑 素人都很难超越 怎么才能。。。加油把🥺,"우와, TV 방송의 힘은 정말 대단해. 기획력도 편집능력도 전부... 이래선 아마추어로는 택도 없어, 어쩌지... 열심히 해야겠네🥺",不得不說電視臺實在是好厲害啊，無論策劃還是剪輯，素人都很難超越，要怎樣才能。。。加油吧🥺,N/A,FALSE,FALSE
Tweet041,Deai (Dinder),"ネットで知り合った人に簡単についていったらダメだよ🙅🙅！！！
超てんちゃんとの約束！！！🙋","Don't trust people you meet online so easily, especially if they want to meet you IRL🙅🙅!! Promise me, ok?",不可以随便跟网上认识的人走哦🙅🙅！！！大家要答应超天酱哦！！！🙋,인터넷에서 만난 사람을 쉽게 따라가면 안 돼!!!🙅🙅 약속🙋,不可以隨便跟網友見面喔🙅🙅！！！大家要答應超天醬喔！！！🙋,N/A,40,100,ピが試しにやってみろっていうから出会い系アプリで近所の男に会ってみたら良いメシ奢ってくれてワロタ😂　顔もまぁまぁ良かったし乗り換えか？　（このアカウントはピも知ってる）,went on a dinder date on p-chan's suggestion and the other guy was a solid 7/10 and paid for my meal so now im like🤔 (its ok p-chan can see this hi p-chan),因为P叫我试试 所以就用约会APP约了个附近的男的 结果他请我吃了一顿大餐 笑死😂颜值也还行 是时候换换口味了？（这个账号P也看得到）,P가 한번 해 보라고 해서 만남 앱으로 근처 남자를 만나봤는데 비싼 밥까지 쏘더랔ㅋㅋㅋ😂 얼굴도 제법 괜찮던데 갈아타 버릴까? (P도 이 계정을 아니까 그럴 일 없지만),因為P叫我試試，就用交友APP約到一個附近的男生。結果他請我吃了一頓大餐XD😂 顏值也還行，是時候換換口味了？（這個帳號P也看得到）,N/A,FALSE,FALSE
Tweet042,Deai (Dinder),一期一会,Treasure every moment!,一期一会,일생에 한 번뿐인 기회,把握當下,N/A,65,45,最近のピ全然かまってくれないから出会い系で男漁りしてみた。めっちゃヤリモク感あるおっさんきたけど、どうにか良いメシだけ奢ってもらって逃げ切れたわ😘,p-chan hasnt been giving me any attention lately so ive been on dinder a lot... had a date with some old guy who was clearly only on dinder for hookups but i managed to get a good meal out of him before ditching him😘,最近阿P根本不搭理我，没有别的事情做，只好用约约找找男人这样子。来的那个大叔一看就是老色胚，但人家还是想办法蹭了他一顿大餐之后溜惹😘,"최근 P가 나랑 전혀 놀아주지 않아서 만남 앱에서 상대를 찾아다녔어. 원나잇 목적이 뻔히 보이는 아저씨를 만났는데, 대충 식사만 얻어먹고 빠져나왔지😘",最近阿P根本不搭理我，沒有別的事情做，只好用交友軟體找找男人。沒想到來的那個大叔一看就是老色胚，但人家還是想辦法蹭了他一頓大餐然後溜之大吉😘,N/A,FALSE,FALSE
Tweet043,Deai (Dinder),N/A,N/A,N/A,,N/A,N/A,0,0,出会い系すご。あめちゃんの顔が良いから配信の何百倍のスピードで出会い厨わいてくるわ。みんな性に飢えてんだな～コワ🥺,people on dinder are another breed they see that im cute and they immediately crawl out of the woodwork a hundred times faster than anyones ever done for my streams... they must not have gotten laid in a LONG time... kinda scary tbh lmao,约约太叼了。因为本糖颜好，在这里钓到的渣男要比直播多几百倍耶。大家都好饥渴哦～害怕🥺,만남 앱 진짜 대박적. 얼굴이 예뻐서 그런지 방송보다 몇백 배는 엄청난 속도로 섹파 제안이 오네. 다들 성욕에 굶주려 있는 것 같아. 무서워~🥺,交友軟體太猛了。因為本糖顏值高，在上面釣到的渣男人數比直播多幾百倍耶！大家都好饑渴喔～害怕🥺,N/A,FALSE,FALSE
Tweet044,Deai (Dinder),詳細は伏すけど悲しいことあった😢　オタクたち慰めて；；,"I won't go into the details, but I had a pretty rough day😢 Send me some nice things to cheer me up, please?",详细不能说 但是碰到了不好的事情😢 宅宅们求安慰；；,자세히 말하기는 힘들지만 슬픈 일이 있었어😢 덕후들의 위로가 절실해;ㅅ;,仔細的不說了 但是碰到傷心的事😢 求宅宅們安慰；；,N/A,80,20,ありえね～～　無理やりホテルに連れてかれそうになったわ🤮🤮　いくら最近冷めているとはいえ、あんなオッサンに比べたらピのほうが千倍マシだっての,oh my god i nearly got dragged to a hotel🤮🤮 even if p-chans been giving me the cold shoulder a lot recently id rather take that than these desperate old guys,太离谱了～～差点被拉去开房了🤮🤮 P虽然最近很冷淡 但还是比那种大叔要好上千万倍啊,끔찍했어~ 억지로 호텔에 끌려갈 뻔했지 뭐야🤮🤮 지금은 좀 식었다지만 저런 아재와 떡칠 바에는 P가 몇천 배 더 나아,太離譜了～～差點被拉去開房了🤮🤮 雖然P最近很冷淡，但還是比那種大叔好上千萬倍啊！,N/A,FALSE,FALSE
